pc_time,num_people,presence,auto_label,posture,zone,distance,moving,speed_px_s,motion_score,bbox
1782412574.580651,1,1,still,unknown,center,near,0,0.0,0.00,132 3 640 477
1782412574.865397,1,1,still,unknown,center,near,0,0.3,0.00,132 3 640 477
1782412574.941613,1,1,still,unknown,center,near,0,0.7,0.00,131 4 640 478
1782412575.004326,1,1,still,unknown,center,near,0,0.9,0.16,131 4 640 477
1782412575.066550,1,1,still,unknown,center,near,0,1.4,0.21,130 4 640 477
1782412575.145285,1,1,still,unknown,center,near,0,1.4,0.22,130 4 640 477
1782412575.206815,1,1,still,unknown,center,near,0,1.3,0.23,133 4 640 477
1782412575.271202,1,1,still,unknown,center,near,0,0.9,0.22,132 4 640 477
1782412575.333582,1,1,still,unknown,center,near,0,1.0,0.22,132 3 640 478
1782412575.411555,1,1,still,unknown,center,near,0,2.0,0.23,134 3 640 477
1782412575.488746,1,1,still,unknown,center,near,0,2.7,0.25,134 3 640 477
1782412575.550012,1,1,still,unknown,center,near,0,3.1,0.25,133 4 640 478
1782412575.618916,1,1,still,unknown,center,near,0,3.9,0.26,134 4 640 478
1782412575.682310,1,1,still,unknown,center,near,0,2.4,0.26,134 4 640 478
1782412575.735907,1,1,still,unknown,center,near,0,2.2,0.26,134 4 640 478
1782412575.789738,1,1,still,unknown,center,near,0,2.5,0.27,135 4 640 478
1782412575.843411,1,1,still,unknown,center,near,0,1.6,0.27,134 4 640 478
1782412575.896391,1,1,still,unknown,center,near,0,2.2,0.29,137 3 640 478
1782412575.949820,1,1,still,unknown,center,near,0,3.0,0.33,136 3 640 478
1782412576.005831,1,1,still,unknown,center,near,0,2.4,0.34,136 3 640 478
1782412576.064685,1,1,still,unknown,center,near,0,2.5,0.34,136 3 640 477
1782412576.124023,1,1,still,unknown,center,near,0,2.1,0.34,134 3 640 478
1782412576.177283,1,1,still,unknown,center,near,0,2.6,0.35,134 2 640 477
1782412576.230656,1,1,still,unknown,center,near,0,2.1,0.34,134 3 640 477
1782412576.287235,1,1,still,unknown,center,near,0,3.4,0.33,133 2 640 478
1782412576.344070,1,1,still,unknown,center,near,0,5.7,0.35,130 3 640 477
1782412576.399209,1,1,still,unknown,center,near,0,6.1,0.33,131 3 640 477
