pc_time,num_people,presence,auto_label,posture,zone,distance,moving,speed_px_s,motion_score,bbox
1782405340.992524,1,1,still,unknown,center,near,0,0.0,0.00,30 1 623 477
1782405341.415332,1,1,still,unknown,center,near,0,0.2,0.00,31 1 623 477
1782405341.523871,1,1,still,unknown,center,near,0,1.4,0.00,30 2 621 478
1782405341.615716,1,1,still,unknown,center,near,0,1.7,0.17,29 2 622 478
1782405341.716604,1,1,still,unknown,center,near,0,2.1,0.21,31 2 620 477
1782405341.823593,1,1,still,unknown,center,near,0,2.1,0.26,30 3 620 477
1782405341.930781,1,1,still,unknown,center,near,0,1.8,0.27,31 3 620 477
1782405342.026851,1,1,still,unknown,center,near,0,1.8,0.30,30 3 623 478
1782405342.125598,1,1,still,unknown,center,near,0,1.7,0.30,31 3 622 478
1782405342.221794,1,1,still,unknown,center,near,0,1.7,0.29,30 3 623 478
1782405342.327023,1,1,still,unknown,center,near,0,1.0,0.28,29 3 622 477
1782405342.425870,1,1,still,unknown,center,near,0,0.9,0.27,29 3 622 478
1782405342.523729,1,1,still,unknown,center,near,0,1.1,0.26,29 3 623 478
1782405342.629271,1,1,still,unknown,center,near,0,1.0,0.22,31 3 621 478
1782405342.722347,1,1,still,unknown,center,near,0,0.7,0.23,30 4 622 478
1782405342.823443,1,1,still,unknown,center,near,0,1.0,0.23,31 4 622 479
1782405342.965427,1,1,still,unknown,center,near,0,1.0,0.24,31 3 623 479
1782405343.093040,1,1,still,unknown,center,near,0,1.5,0.27,31 3 623 479
1782405343.205232,1,1,still,unknown,center,near,0,1.9,0.30,30 3 623 480
1782405343.309500,1,1,still,unknown,center,near,0,1.6,0.33,29 3 623 480
1782405343.415054,1,1,still,unknown,center,near,0,1.6,0.35,30 3 623 480
1782405343.511576,1,1,still,unknown,center,near,0,1.3,0.35,31 3 622 480
1782405343.623471,1,1,still,unknown,center,near,0,0.9,0.33,31 3 622 480
1782405343.724755,1,1,still,unknown,center,near,0,1.1,0.28,31 3 622 480
1782405343.827757,1,1,still,unknown,center,near,0,0.9,0.28,31 3 623 480
1782405343.932405,1,1,still,unknown,center,near,0,0.6,0.17,31 3 623 480
1782405344.025047,1,1,still,unknown,center,near,0,1.1,0.16,32 3 623 480
1782405344.125198,1,1,still,unknown,center,near,0,1.2,0.17,32 4 623 480
1782405344.231835,1,1,still,unknown,center,near,0,1.2,0.14,32 4 623 480
1782405344.327503,1,1,still,unknown,center,near,0,1.3,0.14,32 3 623 480
1782405344.433769,1,1,still,unknown,center,near,0,1.5,0.15,32 3 623 480
1782405344.533691,1,1,still,unknown,center,near,0,1.0,0.14,30 3 623 480
1782405344.641929,1,1,still,unknown,center,near,0,0.6,0.14,31 3 623 480
1782405344.749566,1,1,still,unknown,center,near,0,0.7,0.13,31 3 623 480
1782405344.855548,1,1,still,unknown,center,near,0,1.2,0.14,30 4 622 480
1782405344.955642,1,1,still,unknown,center,near,0,1.2,0.14,31 3 623 480
1782405345.061760,1,1,still,unknown,center,near,0,1.2,0.14,31 3 623 480
1782405345.161895,1,1,still,unknown,center,near,0,1.2,0.15,31 3 623 480
1782405345.264885,1,1,still,unknown,center,near,0,1.1,0.14,32 3 623 480
1782405345.373693,1,1,still,unknown,center,near,0,1.2,0.15,33 3 623 480
1782405345.478188,1,1,still,unknown,center,near,0,0.8,0.14,32 3 623 480
1782405345.580067,1,1,still,unknown,center,near,0,1.1,0.14,31 4 623 480
1782405345.688278,1,1,still,unknown,center,near,0,1.1,0.14,32 3 623 480
1782405345.803550,1,1,still,unknown,center,near,0,1.4,0.14,33 3 623 480
1782405345.914997,1,1,still,unknown,center,near,0,1.7,0.17,33 3 623 479
1782405346.013211,1,1,still,unknown,center,near,0,1.5,0.21,33 3 622 478
1782405346.120895,1,1,still,unknown,center,near,0,1.1,0.20,31 3 623 480
1782405346.230086,1,1,still,unknown,center,near,0,0.7,0.19,31 4 623 480
1782405346.333260,1,1,still,unknown,center,near,0,0.5,0.18,31 4 623 480
