pc_time,num_people,presence,auto_label,posture,zone,distance,moving,speed_px_s,motion_score,bbox
1782405993.240544,1,1,still,unknown,left,near,0,0.0,0.00,0 3 351 475
1782405993.908113,1,1,still,unknown,left,near,0,1.2,0.00,0 1 348 476
1782405994.091524,1,1,still,unknown,left,near,0,1.7,0.00,0 2 354 478
1782405994.405560,1,1,still,unknown,left,near,0,1.5,0.74,0 2 353 479
1782405994.578404,1,1,still,unknown,left,near,0,1.6,0.48,0 1 347 478
1782405994.743017,1,1,still,unknown,left,near,0,1.7,0.48,0 1 347 479
1782405994.866214,1,1,still,unknown,left,near,0,1.8,0.50,0 1 346 479
1782405994.953277,1,1,still,unknown,left,near,0,1.9,0.49,0 1 345 479
1782405995.022398,1,1,still,unknown,left,near,0,2.0,0.48,0 1 345 478
1782405995.095269,1,1,still,unknown,left,near,0,3.5,0.47,0 1 344 478
1782405995.170077,1,1,still,unknown,left,near,0,4.9,0.39,0 1 343 479
1782405995.257744,1,1,still,unknown,left,near,0,3.9,0.39,0 1 344 478
1782405995.342869,1,1,still,unknown,left,near,0,3.7,0.32,0 1 343 478
1782405995.429254,1,1,still,unknown,left,near,0,3.7,0.33,0 1 342 478
1782405995.510246,1,1,still,unknown,left,near,0,2.9,0.33,0 2 343 479
1782405995.575228,1,1,still,unknown,left,near,0,2.7,0.34,0 2 342 479
1782405995.646195,1,1,still,unknown,left,near,0,3.0,0.26,0 2 341 478
1782405995.712016,1,1,still,unknown,left,near,0,3.6,0.29,0 2 339 478
1782405995.778910,1,1,still,unknown,left,near,0,3.7,0.29,0 2 339 478
1782405995.838598,1,1,still,unknown,left,near,0,3.9,0.31,0 2 339 478
1782405995.905065,1,1,still,unknown,left,near,0,3.5,0.32,0 2 339 478
1782405995.967333,1,1,still,unknown,left,near,0,3.9,0.31,0 2 339 478
1782405996.036397,1,1,still,unknown,left,near,0,4.2,0.32,0 2 338 479
1782405996.099194,1,1,still,unknown,left,near,0,4.1,0.30,0 2 337 478
1782405996.171160,1,1,still,unknown,left,near,0,3.3,0.30,0 2 337 478
1782405996.363070,1,1,still,unknown,left,near,0,3.3,0.30,0 2 336 478
1782405996.429904,1,1,still,unknown,left,near,0,3.0,0.29,0 1 335 478
1782405996.496527,1,1,still,unknown,left,near,0,3.1,0.29,0 1 335 478
1782405996.557913,1,1,still,unknown,left,near,0,3.0,0.28,0 1 336 477
1782405996.619054,1,1,still,unknown,left,near,0,3.1,0.33,0 0 335 478
1782405996.680130,1,1,still,unknown,left,near,0,2.6,0.36,0 0 336 478
1782405996.741107,1,1,still,unknown,left,near,0,2.8,0.36,0 0 335 477
1782405996.799569,1,1,still,unknown,left,near,0,3.6,0.37,0 0 335 476
1782405996.854433,1,1,still,unknown,left,near,0,3.3,0.36,0 1 337 477
1782405996.919905,1,1,still,unknown,left,near,0,7.4,0.42,0 1 345 478
1782405996.980036,1,1,still,unknown,left,near,0,19.7,0.74,0 1 363 477
1782405997.042264,1,1,still,unknown,left,near,0,33.3,1.13,0 1 375 476
1782405997.107610,1,1,still,unknown,left,near,0,57.9,1.81,0 3 406 476
1782405997.172282,1,1,moving,unknown,left,near,1,79.3,2.40,1 3 422 477
1782405997.234095,1,1,moving,unknown,center,near,1,120.7,3.53,38 6 438 476
1782405997.290150,1,1,moving,unknown,center,near,1,173.0,5.60,75 17 458 476
1782405997.344249,1,1,moving,unknown,center,near,1,215.0,7.68,109 27 452 477
1782405997.409036,1,1,moving,unknown,center,near,1,230.3,9.52,123 35 448 476
1782405997.467205,1,1,moving,unknown,center,near,1,234.5,10.86,138 39 436 475
1782405997.530153,1,1,moving,unknown,center,near,1,219.1,11.71,145 37 430 477
1782405997.594612,1,1,moving,unknown,center,near,1,202.1,12.55,149 41 425 478
1782405997.658233,1,1,moving,unknown,center,near,1,163.8,13.14,148 41 427 479
1782405997.724649,1,1,moving,unknown,center,near,1,106.3,13.55,143 44 420 479
1782405997.787564,1,1,moving,unknown,center,near,1,67.6,13.73,138 46 409 479
1782405997.847429,1,1,moving,unknown,center,near,1,60.3,13.70,133 47 394 479
1782405997.908587,1,1,moving,unknown,center,near,1,63.6,13.49,128 48 389 479
1782405997.977334,1,1,moving,unknown,center,near,1,78.5,13.07,118 48 375 480
1782405998.037303,1,1,moving,unknown,center,near,1,101.6,12.54,104 49 359 477
1782405998.093068,1,1,moving,unknown,center,near,1,135.1,11.95,84 51 345 478
1782405998.150292,1,1,moving,unknown,left,near,1,163.7,11.39,72 51 328 478
1782405998.208192,1,1,moving,unknown,left,near,1,178.6,10.94,67 52 317 478
1782405998.268943,1,1,moving,unknown,left,near,1,192.0,10.74,51 55 304 477
1782405998.333079,1,1,moving,unknown,left,near,1,208.2,10.79,40 55 286 477
1782405998.399907,1,1,moving,unknown,left,near,1,213.0,10.74,33 54 275 477
1782405998.458596,1,1,moving,unknown,left,near,1,206.0,10.59,26 54 270 476
1782405998.523069,1,1,moving,unknown,left,near,1,184.1,10.51,22 53 268 476
1782405998.583202,1,1,moving,unknown,left,near,1,159.9,10.51,20 54 263 477
1782405998.641122,1,1,moving,unknown,left,near,1,138.5,10.54,19 55 263 478
1782405998.701931,1,1,moving,unknown,left,near,1,110.5,10.50,20 56 262 477
1782405998.765212,1,1,moving,unknown,left,near,1,74.6,10.18,28 57 265 478
1782405998.825581,1,1,moving,unknown,left,near,1,42.7,9.79,36 60 268 479
1782405998.886302,1,1,moving,unknown,left,near,1,30.9,9.16,39 61 269 479
1782405998.949107,1,1,moving,unknown,left,near,1,33.2,8.49,45 61 273 480
1782405999.004214,1,1,moving,unknown,left,near,1,44.2,7.72,51 61 277 479
1782405999.063468,1,1,moving,unknown,left,near,1,54.3,6.94,56 62 281 480
1782405999.120199,1,1,moving,unknown,left,near,1,64.3,6.07,60 63 284 480
1782405999.179354,1,1,moving,unknown,left,near,1,65.3,5.17,62 64 285 480
1782405999.239410,1,1,moving,unknown,left,near,1,59.3,4.43,63 65 285 480
1782405999.300080,1,1,moving,unknown,left,near,1,53.9,3.88,64 65 284 480
1782405999.369081,1,1,moving,unknown,left,near,1,43.6,3.50,64 65 282 480
1782405999.428244,1,1,moving,unknown,left,near,1,30.2,3.24,62 67 279 479
1782405999.493026,1,1,moving,unknown,left,near,1,20.4,3.27,60 69 273 480
1782405999.551259,1,1,moving,unknown,left,near,1,24.1,3.39,54 71 267 480
1782405999.610103,1,1,moving,unknown,left,near,1,31.1,3.48,50 71 265 479
1782405999.667606,1,1,moving,unknown,left,near,1,45.8,3.53,43 72 254 479
1782405999.721383,1,1,moving,unknown,left,near,1,64.0,3.74,35 74 245 478
1782405999.785418,1,1,moving,unknown,left,near,1,77.2,3.75,30 74 241 478
1782405999.844344,1,1,moving,unknown,left,near,1,87.4,3.92,26 75 235 477
1782405999.912366,1,1,moving,unknown,left,near,1,91.1,4.15,22 77 231 477
1782405999.973464,1,1,moving,unknown,left,near,1,87.9,4.43,20 78 229 478
1782406000.041464,1,1,moving,unknown,left,near,1,83.4,4.73,20 79 228 476
1782406000.094079,1,1,moving,unknown,left,near,1,70.1,4.98,20 80 228 477
1782406000.153032,1,1,moving,unknown,left,near,1,52.6,5.16,21 80 228 477
1782406000.215280,1,1,moving,unknown,left,near,1,39.1,5.25,22 81 228 477
1782406000.276011,1,1,moving,unknown,left,near,1,25.2,5.23,24 81 229 478
1782406000.332045,1,1,moving,unknown,left,near,1,17.3,5.11,28 81 230 478
1782406000.392990,1,1,moving,unknown,left,near,1,18.6,4.93,33 82 232 478
1782406000.448183,1,1,moving,unknown,left,near,1,23.5,4.68,36 83 233 478
1782406000.506455,1,1,moving,unknown,left,near,1,29.1,4.36,39 84 237 479
1782406000.573073,1,1,moving,unknown,left,near,1,36.5,3.93,45 83 241 479
1782406000.632384,1,1,moving,unknown,left,near,1,45.8,3.53,51 85 244 478
1782406000.692980,1,1,moving,unknown,left,near,1,59.2,3.64,58 86 255 479
1782406000.747598,1,1,moving,unknown,left,near,1,65.2,3.43,60 86 258 479
1782406000.808918,1,1,moving,unknown,left,near,1,68.9,3.38,63 86 263 479
1782406000.868001,1,1,moving,unknown,left,near,1,68.7,3.20,63 85 264 480
1782406000.926379,1,1,moving,sit,left,near,1,60.8,3.27,57 86 264 480
1782406000.987979,1,1,moving,sit,left,near,1,50.8,3.26,56 86 264 480
1782406001.051023,1,1,moving,sit,left,near,1,35.4,3.18,55 86 257 479
1782406001.110252,1,1,moving,unknown,left,near,1,21.6,3.17,53 87 254 480
1782406001.165127,1,1,moving,sit,left,near,1,27.9,3.01,44 84 244 480
1782406001.224529,1,1,moving,unknown,left,near,1,42.9,2.86,38 84 240 479
1782406001.285429,1,1,moving,unknown,left,near,1,54.9,2.71,35 84 236 480
1782406001.344151,1,1,moving,unknown,left,near,1,65.6,2.63,27 83 230 479
1782406001.400193,1,1,moving,sit,left,near,1,78.9,2.63,20 82 224 479
1782406001.459059,1,1,moving,unknown,left,near,1,85.1,2.68,16 82 221 478
1782406001.519467,1,1,moving,unknown,left,near,1,89.5,2.80,9 82 221 479
1782406001.576137,1,1,moving,unknown,left,near,1,83.8,2.95,7 83 217 478
1782406001.637301,1,1,moving,unknown,left,near,1,75.1,3.14,7 82 216 479
1782406001.701040,1,1,moving,unknown,left,near,1,66.9,3.31,8 83 215 478
1782406001.764366,1,1,moving,unknown,left,near,1,54.3,3.47,8 83 214 478
1782406001.833328,1,1,moving,unknown,left,near,1,38.5,3.65,9 83 215 478
1782406001.897208,1,1,moving,unknown,left,near,1,26.0,3.64,9 83 216 478
1782406001.952235,1,1,moving,unknown,left,near,1,13.8,3.58,11 83 217 478
1782406002.008532,1,1,moving,unknown,left,near,1,12.2,3.53,14 83 219 478
1782406002.065370,1,1,moving,unknown,left,near,1,15.8,3.32,18 83 222 478
1782406002.132051,1,1,moving,unknown,left,near,1,18.2,2.86,17 83 223 478
1782406002.193040,1,1,still,unknown,left,near,0,22.2,2.52,21 83 223 478
1782406002.253474,1,1,still,unknown,left,near,0,24.6,2.17,24 83 223 478
1782406002.310205,1,1,still,unknown,left,near,0,27.0,2.12,26 83 224 478
1782406002.367642,1,1,still,unknown,left,near,0,27.6,1.45,27 83 224 478
1782406002.431277,1,1,still,unknown,left,near,0,24.4,1.26,27 83 225 478
1782406002.487445,1,1,still,unknown,left,near,0,16.0,1.06,24 83 222 478
1782406002.551445,1,1,still,unknown,left,near,0,11.5,1.00,24 83 222 478
1782406002.609147,1,1,still,sit,left,near,0,6.0,0.99,24 83 220 478
1782406002.665192,1,1,still,unknown,left,near,0,6.4,0.98,22 83 219 478
1782406002.718174,1,1,still,sit,left,near,0,8.2,0.97,22 82 219 478
1782406002.778351,1,1,still,unknown,left,near,0,10.5,0.93,21 83 220 478
1782406002.842005,1,1,still,unknown,left,near,0,11.8,0.85,21 82 220 478
1782406002.906043,1,1,still,unknown,left,near,0,9.5,0.79,21 82 219 478
1782406002.967582,1,1,still,unknown,left,near,0,8.9,0.71,20 83 219 478
1782406003.034163,1,1,still,unknown,left,near,0,6.6,0.65,20 82 221 479
1782406003.089217,1,1,still,unknown,left,near,0,4.4,0.66,19 82 220 479
1782406003.142416,1,1,still,unknown,left,near,0,3.6,0.59,19 82 220 479
1782406003.202548,1,1,still,unknown,left,near,0,3.2,0.52,19 82 220 478
1782406003.259115,1,1,still,unknown,left,near,0,2.4,0.49,19 82 221 479
1782406003.363471,1,1,still,unknown,left,near,0,1.9,0.49,18 82 221 478
1782406003.419158,1,1,still,unknown,left,near,0,1.6,0.49,18 82 222 479
1782406003.480027,1,1,still,unknown,left,near,0,1.0,0.49,18 82 222 479
1782406003.537898,1,1,still,unknown,left,near,0,0.9,0.46,17 82 222 479
1782406003.590083,1,1,still,unknown,left,near,0,1.3,0.43,16 82 222 479
1782406003.648441,1,1,still,unknown,left,near,0,1.1,0.35,17 82 221 479
1782406003.710130,1,1,still,unknown,left,near,0,1.7,0.33,17 82 221 478
1782406003.770353,1,1,still,unknown,left,near,0,2.4,0.30,15 81 222 479
1782406003.843088,1,1,still,unknown,left,near,0,4.8,0.31,12 81 222 478
1782406003.905399,1,1,still,unknown,left,near,0,6.3,0.34,12 81 222 478
1782406003.962215,1,1,still,unknown,left,near,0,6.9,0.36,12 81 221 478
1782406004.021430,1,1,still,unknown,left,near,0,6.1,0.38,12 81 221 478
1782406004.078419,1,1,still,unknown,left,near,0,6.4,0.39,11 81 221 478
1782406004.138501,1,1,still,unknown,left,near,0,6.6,0.41,10 81 222 478
1782406004.196452,1,1,still,unknown,left,near,0,6.1,0.42,11 81 222 478
1782406004.253493,1,1,still,unknown,left,near,0,4.7,0.43,10 81 222 478
1782406004.312165,1,1,still,unknown,left,near,0,4.0,0.44,10 81 221 478
1782406004.367778,1,1,still,unknown,left,near,0,3.6,0.47,9 80 221 479
1782406004.423059,1,1,still,unknown,left,near,0,3.8,0.49,8 80 222 479
1782406004.484036,1,1,still,unknown,left,near,0,3.8,0.49,8 81 221 478
1782406004.545328,1,1,still,unknown,left,near,0,3.3,0.49,9 81 221 478
1782406004.608136,1,1,still,unknown,left,near,0,3.7,0.48,8 81 221 478
1782406004.666312,1,1,still,unknown,left,near,0,3.5,0.47,8 80 221 478
1782406004.723501,1,1,still,unknown,left,near,0,4.0,0.45,7 81 220 478
1782406004.783305,1,1,still,unknown,left,near,0,3.4,0.42,8 80 221 478
1782406004.843014,1,1,still,unknown,left,near,0,2.2,0.41,9 80 221 478
1782406004.901586,1,1,still,unknown,left,near,0,2.1,0.38,8 80 220 478
1782406004.961398,1,1,still,unknown,left,near,0,2.0,0.33,8 80 220 478
1782406005.024306,1,1,still,unknown,left,near,0,1.4,0.30,8 80 221 478
1782406005.084181,1,1,still,unknown,left,near,0,0.9,0.29,9 80 220 478
1782406005.144348,1,1,still,unknown,left,near,0,1.7,0.28,9 80 221 478
1782406005.207271,1,1,still,unknown,left,near,0,1.8,0.26,9 80 221 478
1782406005.275019,1,1,still,unknown,left,near,0,1.0,0.24,8 80 221 478
1782406005.333486,1,1,still,unknown,left,near,0,2.4,0.22,10 80 222 478
1782406005.397276,1,1,still,unknown,left,near,0,2.7,0.21,9 80 222 478
1782406005.453121,1,1,still,unknown,left,near,0,1.9,0.20,8 80 221 478
1782406005.520273,1,1,still,unknown,left,near,0,1.2,0.19,8 80 221 478
1782406005.585668,1,1,still,unknown,left,near,0,0.9,0.18,8 80 221 478
1782406005.656185,1,1,still,unknown,left,near,0,0.8,0.18,9 80 222 478
1782406005.715617,1,1,still,unknown,left,near,0,1.2,0.18,9 81 222 478
1782406005.776469,1,1,still,unknown,left,near,0,1.3,0.19,10 81 222 478
1782406005.831093,1,1,still,unknown,left,near,0,3.2,0.24,13 81 222 478
1782406005.887384,1,1,still,unknown,left,near,0,5.0,0.27,13 81 223 478
1782406005.945198,1,1,still,unknown,left,near,0,7.3,0.31,15 81 223 479
1782406006.004087,1,1,still,unknown,left,near,0,8.6,0.34,16 81 222 478
1782406006.072001,1,1,still,unknown,left,near,0,8.6,0.38,16 81 222 477
1782406006.127625,1,1,still,unknown,left,near,0,9.9,0.42,18 81 223 478
1782406006.187302,1,1,still,unknown,left,near,0,10.0,0.47,18 81 222 478
1782406006.248864,1,1,still,unknown,left,near,0,8.7,0.50,18 81 223 478
1782406006.302063,1,1,still,unknown,left,near,0,7.9,0.52,18 81 223 478
1782406006.363311,1,1,still,unknown,left,near,0,6.9,0.55,19 81 223 478
1782406006.423508,1,1,still,unknown,left,near,0,7.1,0.57,21 81 223 478
1782406006.482139,1,1,still,unknown,left,near,0,8.0,0.58,21 81 224 478
1782406006.537285,1,1,still,sit,left,near,0,7.1,0.60,21 81 224 479
1782406006.596200,1,1,still,unknown,left,near,0,6.8,0.61,22 81 224 478
1782406006.658282,1,1,still,unknown,left,near,0,6.7,0.60,22 81 225 478
1782406006.717608,1,1,still,unknown,left,near,0,6.3,0.61,21 81 225 478
1782406006.772413,1,1,still,sit,left,near,0,5.0,0.58,22 80 224 478
1782406006.835162,1,1,still,sit,left,near,0,3.8,0.54,22 81 224 478
1782406006.895112,1,1,still,sit,left,near,0,2.6,0.51,21 80 224 478
1782406006.952154,1,1,still,sit,left,near,0,2.1,0.49,22 80 225 479
1782406007.006215,1,1,still,unknown,left,near,0,1.9,0.46,21 80 224 477
1782406007.070381,1,1,still,unknown,left,near,0,1.6,0.44,22 80 225 478
1782406007.133507,1,1,still,unknown,left,near,0,1.2,0.41,21 81 225 478
1782406007.193280,1,1,still,unknown,left,near,0,0.9,0.38,21 80 224 478
1782406007.257298,1,1,still,unknown,left,near,0,0.6,0.36,21 81 224 478
1782406007.320020,1,1,still,unknown,left,near,0,1.2,0.32,22 81 225 478
1782406007.377301,1,1,still,unknown,left,near,0,0.9,0.30,21 81 225 478
1782406007.436410,1,1,still,unknown,left,near,0,1.5,0.28,21 81 225 478
1782406007.496210,1,1,still,unknown,left,near,0,1.6,0.25,21 80 225 479
1782406007.557816,1,1,still,unknown,left,near,0,1.1,0.21,21 80 225 478
1782406007.614548,1,1,still,unknown,left,near,0,1.2,0.18,21 80 225 478
1782406007.672290,1,1,still,unknown,left,near,0,0.6,0.16,21 80 225 478
1782406007.734205,1,1,still,unknown,left,near,0,1.1,0.15,21 80 225 478
1782406007.819079,1,1,still,unknown,left,near,0,0.7,0.14,21 80 225 478
1782406007.874226,1,1,still,unknown,left,near,0,1.4,0.15,20 80 225 477
1782406007.930246,1,1,still,unknown,left,near,0,1.1,0.15,20 80 225 478
1782406007.987759,1,1,still,unknown,left,near,0,0.7,0.15,21 80 224 478
1782406008.046227,1,1,still,unknown,left,near,0,1.6,0.16,20 80 224 478
1782406008.105157,1,1,still,unknown,left,near,0,1.1,0.16,21 80 224 478
1782406008.165333,1,1,still,unknown,left,near,0,1.3,0.15,20 80 224 478
1782406008.226592,1,1,still,unknown,left,near,0,1.6,0.16,20 80 224 478
1782406008.290218,1,1,still,unknown,left,near,0,1.4,0.16,20 80 224 478
1782406008.349022,1,1,still,unknown,left,near,0,0.8,0.16,21 80 224 478
1782406008.404155,1,1,still,unknown,left,near,0,1.0,0.17,21 80 224 477
1782406008.463173,1,1,still,unknown,left,near,0,1.3,0.17,21 80 224 478
1782406008.525185,1,1,still,unknown,left,near,0,0.8,0.16,21 80 224 478
1782406008.588379,1,1,still,unknown,left,near,0,0.8,0.16,21 80 225 478
1782406008.651400,1,1,still,unknown,left,near,0,0.7,0.16,20 81 224 478
1782406008.709282,1,1,still,unknown,left,near,0,0.8,0.15,20 81 225 478
1782406008.769230,1,1,still,unknown,left,near,0,1.0,0.16,21 81 225 478
1782406008.827515,1,1,still,sit,left,near,0,1.4,0.16,21 81 225 478
1782406008.887718,1,1,still,unknown,left,near,0,2.0,0.18,21 81 226 478
1782406008.951142,1,1,still,unknown,left,near,0,2.0,0.18,21 81 226 478
1782406009.013773,1,1,still,unknown,left,near,0,2.2,0.19,21 81 226 478
