pc_time,num_people,presence,auto_label,posture,zone,distance,moving,speed_px_s,motion_score,bbox
1782404582.946461,1,1,still,unknown,center,near,0,0.0,0.00,161 81 470 478
1782404583.166335,1,1,still,unknown,center,near,0,1.1,1.60,161 80 470 477
1782404583.245970,1,1,moving,unknown,center,near,1,4.8,6.33,165 80 470 477
1782404583.311746,1,1,moving,unknown,center,near,1,8.2,3.62,166 80 473 477
1782404583.364774,1,1,still,unknown,center,near,0,10.2,2.33,167 80 474 477
1782404583.424222,1,1,still,unknown,center,near,0,10.6,1.31,166 80 475 478
1782404583.494629,1,1,still,unknown,center,near,0,10.9,1.90,166 79 477 478
1782404583.549726,1,1,still,unknown,center,near,0,10.8,1.67,166 78 477 478
1782404583.597502,1,1,still,unknown,center,near,0,12.7,1.59,166 77 477 478
1782404583.642931,1,1,still,unknown,center,near,0,11.2,0.98,166 77 477 478
1782404583.693386,1,1,still,unknown,center,near,0,7.9,1.01,165 77 476 478
1782404583.742765,1,1,still,unknown,center,near,0,6.1,1.69,163 78 476 477
1782404583.786505,1,1,still,unknown,center,near,0,6.3,0.98,162 77 475 477
1782404583.832882,1,1,still,unknown,center,near,0,9.3,1.44,160 76 475 477
1782404583.875582,1,1,still,unknown,center,near,0,11.7,0.90,160 76 475 477
1782404583.921750,1,1,still,unknown,center,near,0,13.7,1.44,159 75 475 478
1782404583.969380,1,1,still,unknown,center,near,0,14.8,0.94,159 75 474 478
1782404584.015648,1,1,still,unknown,center,near,0,15.5,1.65,158 74 473 478
1782404584.064153,1,1,still,unknown,center,near,0,14.5,1.04,157 74 473 477
1782404584.110973,1,1,still,unknown,center,near,0,13.9,1.06,157 74 473 477
1782404584.160985,1,1,still,unknown,center,near,0,14.2,2.27,154 74 472 477
1782404584.205894,1,1,still,unknown,center,near,0,14.8,1.28,153 74 471 477
1782404584.255555,1,1,still,unknown,center,near,0,14.3,2.22,153 75 471 477
1782404584.299847,1,1,moving,unknown,center,near,1,14.7,3.32,153 74 470 477
1782404584.349698,1,1,still,unknown,center,near,0,15.1,1.72,152 74 469 477
1782404584.397551,1,1,still,unknown,center,near,0,17.0,2.76,150 75 468 477
1782404584.442350,1,1,still,unknown,center,near,0,19.0,1.76,148 75 467 477
1782404584.486557,1,1,still,unknown,center,near,0,19.6,1.95,146 74 467 477
1782404584.529540,1,1,moving,unknown,center,near,1,22.7,3.54,143 74 465 477
1782404584.572685,1,1,still,unknown,center,near,0,23.7,2.85,142 74 466 477
1782404584.614834,1,1,moving,unknown,center,near,1,25.1,3.37,141 74 465 477
1782404584.659468,1,1,moving,unknown,center,near,1,32.5,6.02,134 74 463 476
1782404584.707762,1,1,moving,unknown,center,near,1,35.1,3.05,132 73 462 477
1782404584.755503,1,1,moving,unknown,center,near,1,45.1,5.80,124 74 457 477
1782404584.797692,1,1,still,unknown,center,near,0,49.5,2.44,122 74 457 477
1782404584.841198,1,1,still,unknown,center,near,0,49.8,2.15,122 75 455 477
1782404584.881824,1,1,still,unknown,center,near,0,53.9,1.82,120 74 453 478
1782404584.926642,1,1,still,unknown,center,near,0,56.5,2.57,116 73 454 478
1782404584.968807,1,1,still,unknown,center,near,0,49.9,1.61,114 72 455 479
1782404585.014796,1,1,still,unknown,center,near,0,44.4,1.89,112 71 458 480
1782404585.057688,1,1,moving,unknown,center,near,1,31.2,4.62,110 70 461 480
1782404585.100739,1,1,moving,unknown,center,near,1,20.3,3.34,109 69 464 480
1782404585.147984,1,1,moving,unknown,center,near,1,13.3,3.85,109 69 470 480
1782404585.185917,1,1,moving,unknown,center,near,1,14.6,4.03,109 68 473 480
1782404585.231127,1,1,moving,unknown,center,near,1,26.3,8.72,109 65 483 480
1782404585.274746,1,1,moving,unknown,center,near,1,42.4,5.29,109 64 496 480
1782404585.320946,1,1,moving,unknown,center,near,1,57.5,5.61,110 60 503 480
1782404585.368703,1,1,moving,unknown,center,near,1,76.4,10.36,109 48 516 479
1782404585.413513,1,1,moving,unknown,center,near,1,91.0,5.74,109 44 525 479
1782404585.460746,1,1,moving,unknown,center,near,1,114.1,10.07,108 35 550 477
1782404585.504543,1,1,moving,unknown,center,near,1,127.9,5.28,107 32 556 478
