pc_time,num_people,presence,auto_label,posture,zone,distance,moving,speed_px_s,motion_score,bbox
1782412335.568785,1,1,still,unknown,center,near,0,0.0,0.00,73 4 639 480
1782412335.961645,1,1,still,unknown,center,near,0,0.9,0.00,75 4 639 479
1782412336.034189,1,1,still,unknown,center,near,0,1.3,0.00,74 3 639 479
1782412336.103973,1,1,still,unknown,center,near,0,1.4,0.16,74 3 639 480
1782412336.175442,1,1,still,unknown,center,near,0,1.7,0.17,75 3 639 479
1782412336.243898,1,1,still,unknown,center,near,0,1.5,0.16,74 3 639 479
1782412336.308696,1,1,still,unknown,center,near,0,1.3,0.20,75 3 639 480
1782412336.370626,1,1,still,unknown,center,near,0,1.2,0.20,74 3 639 480
1782412336.437079,1,1,still,unknown,center,near,0,1.0,0.21,75 3 639 480
1782412336.504154,1,1,still,unknown,center,near,0,0.6,0.20,74 3 638 480
1782412336.567434,1,1,still,unknown,center,near,0,1.0,0.23,74 2 638 480
1782412336.632837,1,1,still,unknown,center,near,0,1.1,0.23,74 3 638 480
1782412336.696316,1,1,still,unknown,center,near,0,1.0,0.23,75 2 639 480
1782412336.753271,1,1,still,unknown,center,near,0,1.9,0.34,75 0 639 480
1782412336.807900,1,1,still,unknown,center,near,0,2.3,0.36,75 1 639 480
1782412336.859983,1,1,still,unknown,center,near,0,1.9,0.36,75 2 639 480
1782412336.919615,1,1,still,unknown,center,near,0,2.0,0.36,74 1 639 479
1782412336.980868,1,1,still,unknown,center,near,0,2.1,0.36,75 1 639 480
1782412337.034664,1,1,still,unknown,center,near,0,1.9,0.36,75 2 639 480
1782412337.095460,1,1,still,unknown,center,near,0,1.9,0.36,75 1 639 480
1782412337.151773,1,1,still,unknown,center,near,0,1.8,0.36,75 2 639 480
1782412337.209226,1,1,still,unknown,center,near,0,1.7,0.34,75 2 639 480
1782412337.263092,1,1,still,unknown,center,near,0,1.2,0.33,76 2 639 480
1782412337.321586,1,1,still,unknown,center,near,0,1.8,0.32,76 2 639 480
1782412337.376652,1,1,still,unknown,center,near,0,1.2,0.32,74 3 639 479
1782412337.431591,1,1,still,unknown,center,near,0,1.2,0.31,75 2 639 480
1782412337.484991,1,1,still,unknown,center,near,0,1.7,0.30,76 3 639 480
1782412337.540679,1,1,still,unknown,center,near,0,2.2,0.31,76 3 639 480
1782412337.591601,1,1,still,unknown,center,near,0,1.1,0.33,75 3 639 479
1782412337.647442,1,1,still,unknown,center,near,0,0.7,0.36,75 3 639 478
1782412337.702696,1,1,still,unknown,center,near,0,0.6,0.37,75 3 639 479
1782412337.760122,1,1,still,unknown,center,near,0,0.8,0.38,75 3 639 479
1782412337.813656,1,1,still,unknown,center,near,0,0.9,0.39,76 4 639 479
1782412337.865190,1,1,still,unknown,center,near,0,0.6,0.40,76 4 639 479
1782412337.918910,1,1,still,unknown,center,near,0,0.5,0.41,75 4 639 479
1782412338.091366,1,1,still,unknown,center,near,0,0.9,0.38,76 4 639 479
1782412338.146688,1,1,still,unknown,center,near,0,1.1,0.38,76 3 639 479
1782412338.204308,1,1,still,unknown,center,near,0,1.2,0.37,76 4 639 479
1782412338.257583,1,1,still,unknown,center,near,0,1.6,0.36,77 3 639 480
1782412338.313652,1,1,still,unknown,center,near,0,1.0,0.34,75 4 640 479
1782412338.364272,1,1,still,unknown,center,near,0,0.8,0.31,75 3 639 479
1782412338.410810,1,1,still,unknown,center,near,0,1.1,0.30,77 3 639 480
1782412338.462142,1,1,still,unknown,center,near,0,1.5,0.31,78 3 639 480
1782412338.512966,1,1,still,unknown,center,near,0,1.7,0.30,78 2 639 480
1782412338.566669,1,1,still,unknown,center,near,0,1.5,0.30,78 3 639 480
1782412338.623418,1,1,still,unknown,center,near,0,1.2,0.30,77 3 639 480
1782412338.680722,1,1,still,unknown,center,near,0,1.3,0.29,77 3 639 480
1782412338.735393,1,1,still,unknown,center,near,0,1.6,0.29,77 3 639 480
1782412338.788794,1,1,still,unknown,center,near,0,1.7,0.30,75 2 640 480
1782412338.843297,1,1,still,unknown,center,near,0,2.3,0.29,75 3 639 479
1782412338.893719,1,1,still,unknown,center,near,0,2.6,0.30,75 2 640 480
1782412338.949744,1,1,still,unknown,center,near,0,1.5,0.30,78 2 639 480
1782412339.004966,1,1,still,unknown,center,near,0,1.4,0.30,77 2 639 479
1782412339.062282,1,1,still,unknown,center,near,0,1.1,0.30,76 3 639 479
1782412339.115475,1,1,still,unknown,center,near,0,1.1,0.29,76 3 639 479
1782412339.172802,1,1,still,unknown,center,near,0,0.7,0.28,75 3 639 479
1782412339.230464,1,1,still,unknown,center,near,0,1.0,0.28,76 2 639 480
1782412339.285875,1,1,still,unknown,center,near,0,1.3,0.28,77 2 639 480
1782412339.336461,1,1,still,unknown,center,near,0,1.8,0.27,75 3 639 480
1782412339.385046,1,1,still,unknown,center,near,0,1.8,0.26,76 2 639 480
1782412339.435419,1,1,still,unknown,center,near,0,1.1,0.26,76 2 639 480
1782412339.489160,1,1,still,unknown,center,near,0,0.6,0.26,76 2 639 480
1782412339.542513,1,1,still,unknown,center,near,0,0.7,0.24,76 2 639 480
1782412339.596089,1,1,still,unknown,center,near,0,0.5,0.22,77 2 639 480
1782412339.644771,1,1,still,unknown,center,near,0,1.2,0.23,75 3 639 479
1782412339.707777,1,1,still,unknown,center,near,0,0.9,0.22,76 2 639 480
1782412339.769159,1,1,still,unknown,center,near,0,0.6,0.22,77 3 639 480
1782412339.839588,1,1,still,unknown,center,near,0,0.7,0.22,77 2 639 480
1782412339.905309,1,1,still,unknown,center,near,0,0.7,0.23,75 2 640 480
1782412339.973611,1,1,still,unknown,center,near,0,0.8,0.23,77 2 639 480
1782412340.040972,1,1,still,unknown,center,near,0,0.5,0.23,77 2 638 480
1782412340.101382,1,1,still,unknown,center,near,0,1.3,0.22,78 2 639 480
1782412340.159648,1,1,still,unknown,center,near,0,1.0,0.22,75 3 639 479
1782412340.227429,1,1,still,unknown,center,near,0,0.7,0.21,77 2 639 480
1782412340.299052,1,1,still,unknown,center,near,0,0.6,0.20,77 2 639 480
1782412340.373397,1,1,still,unknown,center,near,0,0.7,0.18,77 2 639 480
1782412340.435658,1,1,still,unknown,center,near,0,1.2,0.20,75 1 640 480
1782412340.493917,1,1,still,unknown,center,near,0,0.9,0.20,77 2 639 480
1782412340.556006,1,1,still,unknown,center,near,0,1.0,0.19,77 2 639 480
1782412340.619224,1,1,still,unknown,center,near,0,1.3,0.19,77 2 639 480
1782412340.681091,1,1,still,unknown,center,near,0,1.2,0.20,75 1 640 480
1782412340.740828,1,1,still,unknown,center,near,0,1.3,0.21,76 2 639 479
1782412340.802210,1,1,still,unknown,center,near,0,0.9,0.22,76 2 639 479
1782412340.862421,1,1,still,unknown,center,near,0,0.7,0.21,76 2 639 479
1782412340.928816,1,1,still,unknown,center,near,0,0.8,0.22,76 2 639 479
1782412340.992757,1,1,still,unknown,center,near,0,0.6,0.22,76 3 639 480
1782412341.060277,1,1,still,unknown,center,near,0,0.9,0.23,78 2 639 480
1782412341.118740,1,1,still,unknown,center,near,0,1.1,0.23,76 3 639 480
1782412341.179299,1,1,still,unknown,center,near,0,1.2,0.24,76 3 640 479
1782412341.244072,1,1,still,unknown,center,near,0,0.7,0.24,76 2 639 479
1782412341.301167,1,1,still,unknown,center,near,0,1.0,0.24,76 3 639 480
1782412341.362919,1,1,still,unknown,center,near,0,1.6,0.23,78 2 639 480
1782412341.425459,1,1,still,unknown,center,near,0,1.6,0.24,76 2 639 479
1782412341.487262,1,1,still,unknown,center,near,0,1.3,0.24,77 2 639 480
1782412341.550842,1,1,still,unknown,center,near,0,1.1,0.24,77 2 639 480
1782412341.610639,1,1,still,unknown,center,near,0,0.7,0.24,76 2 639 480
1782412341.672379,1,1,still,unknown,center,near,0,0.8,0.23,76 2 640 480
1782412341.732828,1,1,still,unknown,center,near,0,0.7,0.23,76 3 640 480
1782412341.793582,1,1,still,unknown,center,near,0,2.2,0.28,76 5 639 480
1782412341.854007,1,1,still,unknown,center,near,0,4.4,0.35,71 4 639 480
1782412341.913286,1,1,still,unknown,center,near,0,11.5,0.52,62 4 639 480
1782412341.972735,1,1,still,unknown,center,near,0,14.9,0.62,61 4 640 480
