pc_time,num_people,presence,auto_label,posture,zone,distance,moving,speed_px_s,motion_score,bbox
1782404719.349802,1,1,still,unknown,center,near,0,0.0,0.00,182 81 507 480
1782404719.554695,1,1,still,unknown,center,near,0,1.9,1.71,183 81 509 480
1782404719.613447,1,1,moving,unknown,center,near,1,5.5,6.13,184 80 510 479
1782404719.660744,1,1,still,unknown,center,near,0,5.5,4.38,182 78 508 480
1782404719.703792,1,1,still,unknown,center,near,0,5.6,3.05,180 78 506 480
1782404719.744707,1,1,still,unknown,center,near,0,6.7,3.18,178 80 505 480
1782404719.794674,1,1,moving,unknown,center,near,1,9.7,5.82,175 82 503 478
1782404719.841151,1,1,still,unknown,center,near,0,10.7,2.94,175 82 503 478
1782404719.888413,1,1,still,unknown,center,near,0,18.2,4.74,173 84 501 479
1782404719.927841,1,1,still,unknown,center,near,0,26.3,2.43,172 84 500 479
1782404719.973556,1,1,still,unknown,center,near,0,28.4,2.31,171 84 501 479
1782404720.016429,1,1,still,unknown,center,near,0,27.3,3.51,171 85 500 480
1782404720.062692,1,1,still,unknown,center,near,0,25.4,1.70,170 85 499 480
1782404720.105805,1,1,still,unknown,center,near,0,21.0,1.50,169 84 499 479
1782404720.147941,1,1,still,unknown,center,near,0,18.7,1.23,169 83 499 479
1782404720.186457,1,1,still,unknown,center,near,0,13.9,1.58,169 82 500 479
1782404720.229263,1,1,still,unknown,center,near,0,10.8,0.97,168 82 500 479
1782404720.269156,1,1,still,unknown,center,near,0,9.0,1.18,168 82 501 479
1782404720.311057,1,1,still,unknown,center,near,0,9.0,1.36,167 81 502 479
1782404720.352563,1,1,still,unknown,center,near,0,9.5,2.69,167 80 502 479
1782404720.392512,1,1,still,unknown,center,near,0,9.1,1.57,166 80 503 478
1782404720.435564,1,1,still,unknown,center,near,0,8.7,1.59,165 79 505 478
1782404720.476617,1,1,still,unknown,center,near,0,8.3,1.40,164 79 505 478
1782404720.518920,1,1,still,unknown,center,near,0,7.4,1.27,164 78 506 479
1782404720.565551,1,1,still,unknown,center,near,0,7.3,1.90,163 77 506 479
1782404720.610689,1,1,still,unknown,center,near,0,7.0,0.92,163 77 507 478
1782404720.654525,1,1,still,unknown,center,near,0,6.4,1.07,162 77 507 478
1782404720.697448,1,1,still,unknown,center,near,0,5.6,0.64,162 77 507 478
1782404720.740683,1,1,still,unknown,center,near,0,4.9,0.57,162 77 507 478
1782404720.783631,1,1,still,unknown,center,near,0,4.0,0.53,162 77 506 479
1782404720.825372,1,1,still,unknown,center,near,0,3.8,0.64,162 77 507 478
1782404720.868907,1,1,still,unknown,center,near,0,2.9,0.50,161 77 506 478
1782404720.912638,1,1,still,unknown,center,near,0,3.6,0.55,161 77 506 478
1782404720.957433,1,1,still,unknown,center,near,0,3.1,0.74,161 77 506 478
1782404720.998628,1,1,still,unknown,center,near,0,2.8,0.57,161 77 506 478
1782404721.040753,1,1,still,unknown,center,near,0,2.3,0.61,161 77 506 478
1782404721.082654,1,1,still,unknown,center,near,0,2.1,0.93,161 77 506 479
1782404721.126687,1,1,still,unknown,center,near,0,2.3,0.70,160 77 506 478
1782404721.169037,1,1,still,unknown,center,near,0,2.7,0.80,160 78 506 478
1782404721.207532,1,1,still,unknown,center,near,0,2.3,0.88,160 78 506 478
1782404721.257449,1,1,still,unknown,center,near,0,2.2,1.06,160 77 506 478
1782404721.301893,1,1,still,unknown,center,near,0,3.1,2.40,160 77 505 479
1782404721.345589,1,1,still,unknown,center,near,0,4.4,1.99,160 77 504 478
1782404721.385201,1,1,moving,unknown,center,near,1,10.7,5.64,157 78 499 478
1782404721.425481,1,1,still,unknown,center,near,0,17.6,4.17,156 79 497 478
1782404721.468592,1,1,moving,unknown,center,near,1,30.5,5.04,151 79 490 479
1782404721.516580,1,1,moving,unknown,center,near,1,44.8,5.73,146 79 484 479
1782404721.559745,1,1,moving,unknown,center,near,1,60.2,6.28,142 80 479 479
