pc_time,num_people,presence,auto_label,posture,zone,distance,moving,speed_px_s,motion_score,bbox
1782414112.564488,1,1,still,unknown,center,near,0,0.0,0.00,8 0 551 479
1782414113.042158,1,1,still,unknown,center,near,0,0.5,0.00,8 0 550 479
1782414113.162515,1,1,still,unknown,center,near,0,1.1,0.00,11 0 550 480
1782414113.276002,1,1,still,unknown,center,near,0,4.2,0.43,19 1 551 479
1782414113.391682,1,1,still,unknown,center,near,0,5.3,0.47,17 0 552 479
1782414113.497246,1,1,still,unknown,center,near,0,4.8,0.45,15 1 553 479
1782414113.606395,1,1,still,unknown,center,near,0,3.8,0.43,13 0 552 480
1782414113.712469,1,1,still,unknown,center,near,0,3.1,0.42,12 1 552 480
1782414113.800477,1,1,still,unknown,center,near,0,3.7,0.41,13 1 552 479
1782414113.893897,1,1,still,unknown,center,near,0,2.9,0.40,11 1 553 479
1782414113.985876,1,1,still,unknown,center,near,0,4.8,0.42,7 1 552 480
1782414114.087755,1,1,still,unknown,center,near,0,6.6,0.44,6 1 552 480
1782414114.170509,1,1,still,unknown,center,near,0,6.0,0.45,7 2 553 480
1782414114.252289,1,1,still,unknown,center,near,0,5.3,0.45,6 1 553 480
1782414114.334214,1,1,still,unknown,center,near,0,4.8,0.45,5 1 554 479
1782414114.410007,1,1,still,unknown,center,near,0,6.4,0.47,1 1 554 480
1782414114.487782,1,1,still,unknown,center,near,0,7.4,0.49,0 2 553 480
1782414114.569809,1,1,still,unknown,center,near,0,6.1,0.50,1 2 553 480
1782414114.649168,1,1,still,unknown,center,near,0,4.2,0.46,1 2 554 480
1782414114.728203,1,1,still,unknown,center,near,0,4.1,0.42,3 2 552 480
1782414114.812306,1,1,still,unknown,center,near,0,2.9,0.38,6 1 551 480
1782414114.886424,1,1,still,unknown,center,near,0,2.1,0.37,13 1 547 480
1782414114.961549,1,1,still,unknown,center,near,0,4.2,0.39,16 2 546 479
1782414115.031748,1,1,still,unknown,center,near,0,15.1,0.68,35 1 547 478
1782414115.175592,1,1,still,unknown,center,near,0,26.4,1.12,51 1 548 478
1782414115.253717,1,1,still,unknown,center,near,0,36.9,1.64,64 2 548 477
1782414115.326758,1,1,still,unknown,center,near,0,42.4,1.96,64 2 549 477
1782414115.408207,1,1,moving,unknown,center,near,1,36.1,2.02,42 2 551 479
1782414115.487926,1,1,moving,unknown,center,near,1,28.0,2.02,33 2 551 480
1782414115.563237,1,1,moving,unknown,center,near,1,26.1,2.02,33 2 558 479
1782414115.638204,1,1,moving,unknown,center,near,1,20.2,2.02,38 2 561 479
1782414115.715132,1,1,moving,unknown,center,near,1,15.6,2.06,47 2 565 478
1782414115.787771,1,1,moving,unknown,center,near,1,11.7,2.11,53 1 568 478
1782414115.865639,1,1,moving,unknown,center,near,1,7.4,2.05,39 3 571 479
1782414115.939219,1,1,still,unknown,center,near,0,7.9,1.89,31 2 570 479
1782414116.011735,1,1,still,unknown,center,near,0,7.7,1.84,22 2 570 480
1782414116.092416,1,1,still,unknown,center,near,0,7.5,1.49,17 2 567 480
1782414116.163889,1,1,still,unknown,center,near,0,8.4,1.26,29 2 561 480
1782414116.233294,1,1,still,unknown,center,near,0,15.6,1.22,33 2 555 479
1782414116.314144,1,1,still,unknown,center,near,0,25.0,1.23,36 2 549 478
1782414116.389776,1,1,still,unknown,center,near,0,25.3,1.27,38 2 545 478
1782414116.464155,1,1,still,unknown,center,near,0,23.5,1.25,38 2 541 479
1782414116.544076,1,1,still,unknown,center,near,0,24.2,1.31,32 3 533 479
1782414116.625335,1,1,still,unknown,center,near,0,29.3,1.63,27 3 520 479
1782414116.704369,1,1,still,unknown,center,near,0,43.7,2.06,23 2 504 479
1782414116.780614,1,1,moving,unknown,center,near,1,52.6,2.44,21 2 500 479
1782414116.852153,1,1,moving,unknown,center,near,1,61.6,2.81,23 1 486 478
1782414116.924396,1,1,moving,unknown,center,near,1,65.8,2.99,30 2 478 478
1782414116.998761,1,1,moving,unknown,center,near,1,56.8,2.88,47 2 480 478
1782414117.075201,1,1,moving,unknown,center,near,1,39.4,2.80,48 4 494 477
1782414117.157281,1,1,moving,unknown,center,near,1,38.8,2.72,85 3 502 479
1782414117.235368,1,1,moving,unknown,center,near,1,61.2,2.88,110 4 506 479
1782414117.309076,1,1,moving,unknown,center,near,1,96.7,3.49,135 2 525 477
1782414117.395484,1,1,moving,unknown,center,near,1,131.5,4.56,152 10 537 478
1782414117.473884,1,1,moving,unknown,center,near,1,161.3,6.31,175 21 542 480
1782414117.551875,1,1,moving,unknown,center,near,1,172.2,7.83,184 27 545 480
1782414117.629883,1,1,moving,unknown,center,near,1,175.0,9.37,192 35 544 480
1782414117.706611,1,1,moving,unknown,center,near,1,165.8,11.19,209 48 544 480
1782414117.788913,1,1,moving,unknown,center,near,1,150.7,12.95,210 59 545 479
1782414117.866107,1,1,moving,unknown,center,near,1,128.3,14.46,212 68 543 480
1782414117.950563,1,1,moving,unknown,center,near,1,105.5,15.74,216 81 529 480
1782414118.034168,1,1,moving,unknown,center,near,1,84.9,16.79,217 93 517 479
1782414118.108753,1,1,moving,unknown,center,near,1,79.2,17.63,220 109 502 480
1782414118.185341,1,1,moving,unknown,center,near,1,75.6,17.77,222 111 489 480
1782414118.261711,1,1,moving,unknown,center,near,1,72.7,17.39,227 111 481 480
1782414118.329525,1,1,moving,unknown,center,near,1,69.0,16.51,230 111 478 480
1782414118.405311,1,1,moving,unknown,center,near,1,61.9,15.55,238 113 481 480
1782414118.484510,1,1,moving,unknown,center,near,1,49.3,14.28,240 114 484 480
1782414118.566849,1,1,moving,unknown,center,near,1,34.9,12.95,242 113 488 480
1782414118.641647,1,1,moving,unknown,center,near,1,25.5,11.69,242 112 496 480
1782414118.722369,1,1,moving,unknown,center,near,1,30.1,10.62,245 111 502 480
1782414118.804288,1,1,moving,unknown,center,near,1,37.4,9.37,247 110 509 480
1782414118.882038,1,1,moving,unknown,center,near,1,46.0,7.99,250 101 517 480
1782414118.956524,1,1,moving,unknown,center,near,1,51.5,6.81,249 97 529 480
1782414119.032309,1,1,moving,unknown,center,near,1,54.0,5.85,247 93 535 480
1782414119.109583,1,1,moving,unknown,center,near,1,57.5,5.41,247 83 542 480
1782414119.187094,1,1,moving,unknown,center,near,1,56.3,5.66,241 80 548 480
1782414119.266936,1,1,moving,unknown,center,near,1,53.6,6.39,234 75 556 480
1782414119.342370,1,1,moving,unknown,center,near,1,49.9,7.34,211 63 562 480
1782414119.414942,1,1,moving,unknown,center,near,1,48.0,8.19,184 54 570 480
1782414119.496766,1,1,moving,unknown,center,near,1,58.2,9.19,142 42 588 480
1782414119.579620,1,1,moving,unknown,center,near,1,86.0,11.41,73 12 613 480
1782414119.672181,1,1,moving,unknown,center,near,1,104.9,13.46,58 2 617 480
1782414119.762444,1,1,moving,unknown,center,near,1,125.2,15.13,25 4 615 480
1782414119.838158,1,1,moving,unknown,center,near,1,138.9,16.34,6 4 625 480
1782414119.920251,1,1,moving,unknown,center,near,1,136.0,17.08,4 2 628 480
1782414119.996468,1,1,moving,unknown,center,near,1,124.2,17.35,4 2 630 480
1782414120.080678,1,1,moving,unknown,center,near,1,104.1,17.15,0 2 640 479
1782414120.162309,1,1,moving,unknown,center,near,1,72.6,16.04,0 2 640 480
1782414120.249020,1,1,moving,unknown,center,near,1,51.3,15.07,1 0 640 480
1782414120.327477,1,1,moving,unknown,center,near,1,27.9,13.90,1 0 640 479
1782414120.399753,1,1,moving,unknown,center,near,1,18.6,12.25,1 0 640 480
1782414120.478151,1,1,moving,unknown,center,near,1,13.4,10.08,1 0 640 480
1782414120.557584,1,1,moving,unknown,center,near,1,9.8,7.83,0 0 640 480
1782414120.635650,1,1,still,unknown,center,near,0,5.4,5.28,0 0 640 480
1782414120.710396,1,1,still,unknown,center,near,0,3.5,2.14,0 0 640 480
1782414120.784324,1,1,still,unknown,center,near,0,2.3,1.19,0 1 640 480
1782414120.856406,1,1,still,unknown,center,near,0,2.1,1.15,0 1 640 480
1782414120.931496,1,1,still,unknown,center,near,0,1.8,0.66,0 2 640 480
1782414121.004345,1,1,still,unknown,center,near,0,1.3,0.58,1 1 640 480
1782414121.075485,1,1,still,unknown,center,near,0,1.2,0.45,1 1 640 480
1782414121.152118,1,1,still,unknown,center,near,0,1.5,0.38,0 2 640 480
1782414121.225304,1,1,still,unknown,center,near,0,1.8,0.28,0 2 640 480
1782414121.299629,1,1,still,unknown,center,near,0,3.2,0.32,5 1 640 480
1782414121.370461,1,1,still,unknown,center,near,0,16.1,0.79,34 1 636 480
