pc_time,num_people,presence,auto_label,posture,zone,distance,moving,speed_px_s,motion_score,bbox
1782414312.898734,1,1,still,unknown,center,near,0,0.0,0.00,36 1 567 479
1782414313.270281,1,1,still,unknown,center,near,0,1.5,0.00,35 2 565 480
1782414313.364421,1,1,still,unknown,center,near,0,1.8,0.00,38 2 563 479
1782414313.439231,1,1,still,unknown,center,near,0,1.8,0.20,38 2 563 480
1782414313.534426,1,1,still,unknown,center,near,0,1.7,0.19,38 1 562 480
1782414313.619015,1,1,still,unknown,center,near,0,1.9,0.21,37 1 562 480
1782414313.712642,1,1,still,unknown,center,near,0,1.7,0.21,37 1 563 479
1782414313.800299,1,1,still,unknown,center,near,0,1.6,0.21,37 2 563 479
1782414313.878435,1,1,still,unknown,center,near,0,1.8,0.22,36 2 563 479
1782414313.959851,1,1,still,unknown,center,near,0,2.2,0.27,35 2 562 479
1782414314.038994,1,1,still,unknown,center,near,0,2.7,0.29,34 2 563 479
1782414314.115953,1,1,still,unknown,center,near,0,1.9,0.28,36 2 563 479
1782414314.196236,1,1,still,unknown,center,near,0,1.2,0.27,37 2 563 480
1782414314.270191,1,1,still,unknown,center,near,0,1.2,0.27,36 2 563 480
1782414314.346161,1,1,still,unknown,center,near,0,1.0,0.26,36 2 563 480
1782414314.424251,1,1,still,unknown,center,near,0,1.9,0.27,38 1 563 480
1782414314.507182,1,1,still,unknown,center,near,0,5.4,0.36,44 1 563 480
1782414314.587433,1,1,still,unknown,center,near,0,9.9,0.49,51 2 562 480
1782414314.670667,1,1,still,unknown,center,near,0,14.2,0.70,61 2 559 478
1782414314.746892,1,1,still,unknown,center,near,0,16.2,0.83,64 0 555 478
1782414314.822065,1,1,still,unknown,center,near,0,21.2,1.02,76 0 552 480
1782414314.898971,1,1,still,unknown,center,near,0,27.4,1.24,82 0 555 480
1782414314.972685,1,1,still,unknown,center,near,0,32.8,1.46,87 0 556 480
1782414315.054068,1,1,still,unknown,center,near,0,32.9,1.65,86 0 557 477
1782414315.180662,1,1,still,unknown,center,near,0,28.0,1.73,89 0 552 478
1782414315.256959,1,1,still,unknown,center,near,0,19.4,1.69,85 0 548 479
1782414315.328912,1,1,still,unknown,center,near,0,10.7,1.63,70 0 551 480
1782414315.398847,1,1,still,unknown,center,near,0,8.2,1.54,63 0 558 479
