pc_time,num_people,presence,auto_label,posture,zone,distance,moving,speed_px_s,motion_score,bbox
1782407995.217145,1,1,still,unknown,center,near,0,0.0,0.00,53 0 603 478
1782407995.944896,1,1,still,unknown,center,near,0,0.2,0.00,53 0 603 478
1782407996.118962,1,1,still,unknown,center,near,0,1.2,0.00,50 0 602 478
1782407996.279774,1,1,still,unknown,center,near,0,0.7,0.18,54 0 602 478
1782407996.444889,1,1,still,unknown,center,near,0,0.7,0.20,55 0 603 478
1782407996.547398,1,1,still,unknown,center,near,0,0.4,0.19,54 0 602 478
1782407996.634468,1,1,still,unknown,center,near,0,0.4,0.18,53 0 602 478
1782407996.713602,1,1,still,unknown,center,near,0,0.3,0.17,54 0 603 478
1782407996.786704,1,1,still,unknown,center,near,0,1.0,0.20,53 0 606 478
1782407996.861627,1,1,still,unknown,center,near,0,3.6,0.31,54 0 607 479
1782407996.930020,1,1,still,unknown,center,near,0,5.1,0.39,55 0 609 479
1782407996.999402,1,1,still,unknown,center,near,0,7.7,0.49,55 0 614 478
1782407997.071692,1,1,still,unknown,center,near,0,18.4,0.89,53 0 633 480
1782407997.136833,1,1,still,unknown,center,near,0,27.0,1.11,51 0 639 479
1782407997.211709,1,1,still,unknown,center,near,0,31.2,1.26,52 1 639 479
1782407997.291095,1,1,still,unknown,center,near,0,31.0,1.33,51 0 639 478
1782407997.371758,1,1,still,unknown,center,near,0,30.1,1.40,52 0 639 477
1782407997.440750,1,1,still,unknown,center,near,0,27.9,1.43,51 0 639 477
1782407997.587515,1,1,still,unknown,center,near,0,22.5,1.43,50 0 639 478
1782407997.667352,1,1,still,unknown,center,near,0,11.7,1.41,48 1 639 478
1782407997.742906,1,1,still,unknown,center,near,0,7.4,1.39,48 0 639 478
1782407997.813742,1,1,still,unknown,center,near,0,5.5,1.34,48 1 639 478
1782407997.884624,1,1,still,unknown,center,near,0,4.5,1.29,47 1 638 476
1782407997.960555,1,1,still,unknown,center,near,0,4.5,1.20,48 1 638 476
1782407998.038344,1,1,still,unknown,center,near,0,3.9,1.06,47 0 639 478
1782407998.117374,1,1,still,unknown,center,near,0,3.3,0.90,47 1 640 478
1782407998.197477,1,1,still,unknown,center,near,0,3.8,0.71,53 1 638 478
1782407998.273731,1,1,still,unknown,center,near,0,3.2,0.43,57 2 632 478
1782407998.344696,1,1,still,unknown,center,near,0,1.9,0.42,61 2 627 477
1782407998.418626,1,1,still,unknown,center,near,0,6.1,0.52,66 3 630 478
1782407998.483865,1,1,still,unknown,center,near,0,18.6,0.90,79 1 639 477
1782407998.554040,1,1,still,unknown,center,near,0,26.6,1.14,83 1 640 478
1782407998.626233,1,1,still,unknown,center,near,0,32.1,1.34,85 0 640 478
1782407998.696564,1,1,still,unknown,center,near,0,34.8,1.51,89 1 640 478
1782407998.762163,1,1,still,unknown,center,near,0,41.7,1.68,100 1 637 478
1782407998.842877,1,1,still,unknown,center,near,0,41.0,1.74,102 1 626 478
1782407998.919693,1,1,still,unknown,center,near,0,26.5,1.72,101 2 607 478
1782407998.985444,1,1,still,unknown,center,near,0,42.9,1.91,97 2 562 478
1782407999.059538,1,1,moving,unknown,center,near,1,63.9,2.30,96 3 541 479
1782407999.130616,1,1,moving,unknown,center,near,1,103.1,3.28,86 4 495 477
1782407999.199545,1,1,moving,unknown,center,near,1,158.8,4.80,78 3 434 476
1782407999.273105,1,1,moving,unknown,center,near,1,210.5,6.71,75 12 395 478
1782407999.344004,1,1,moving,unknown,left,near,1,257.4,8.63,74 15 349 478
1782407999.413166,1,1,moving,unknown,left,near,1,293.6,10.54,66 19 317 477
1782407999.481542,1,1,moving,unknown,left,near,1,309.4,12.49,44 23 293 480
1782407999.563030,1,1,moving,unknown,left,near,1,329.5,14.59,20 29 266 479
1782407999.636512,1,1,moving,unknown,left,near,1,337.7,16.78,2 36 231 480
1782407999.700744,1,1,moving,unknown,left,near,1,313.0,18.49,0 43 227 480
1782407999.777720,1,1,moving,unknown,left,near,1,277.5,19.64,0 45 227 477
1782407999.851646,1,1,moving,unknown,left,near,1,236.0,20.46,0 52 229 476
1782407999.948619,1,1,moving,unknown,left,near,1,191.7,20.70,0 52 228 475
1782408000.020302,1,1,moving,unknown,left,near,1,148.4,20.47,0 52 225 468
1782408000.090258,1,1,moving,unknown,left,near,1,107.9,19.63,0 50 216 472
1782408000.155579,1,1,moving,unknown,left,near,1,66.1,18.42,0 52 209 472
1782408000.220723,1,1,moving,unknown,left,near,1,48.6,17.13,0 56 196 476
1782408000.289237,1,1,moving,unknown,left,near,1,46.4,15.55,0 63 186 476
1782408000.358403,1,1,moving,unknown,left,near,1,49.1,14.14,0 75 184 479
1782408000.426400,1,1,moving,unknown,left,near,1,50.2,12.91,0 82 190 476
1782408000.500401,1,1,moving,unknown,left,near,1,51.3,11.70,0 84 194 476
1782408000.566397,1,1,moving,unknown,left,near,1,48.8,10.36,0 84 197 477
1782408000.640226,1,1,moving,unknown,left,near,1,45.0,8.93,0 83 194 478
1782408000.713163,1,1,moving,unknown,left,near,1,36.8,7.56,0 82 188 477
1782408000.782959,1,1,moving,unknown,left,near,1,31.4,6.71,0 82 171 478
1782408000.851932,1,1,moving,unknown,left,near,1,39.1,6.80,0 87 139 478
1782408000.926758,1,1,moving,unknown,left,near,1,50.3,6.99,0 90 130 479
1782408001.001024,1,1,moving,unknown,left,near,1,61.2,7.22,0 96 123 478
1782408001.071779,1,1,moving,unknown,left,near,1,68.7,7.32,0 93 120 479
1782408001.142809,1,1,moving,unknown,left,near,1,74.6,7.56,0 92 113 478
1782408001.212737,1,1,moving,unknown,left,near,1,77.8,7.40,0 89 107 477
1782408001.290756,1,1,moving,unknown,left,near,1,68.4,6.54,0 87 111 478
1782408001.362127,1,1,moving,unknown,left,near,1,41.3,5.76,0 84 125 476
1782408001.440450,1,1,moving,unknown,left,near,1,35.8,5.14,0 81 145 461
1782408001.516453,1,1,still,unknown,left,near,0,35.9,4.55,0 79 157 480
1782408001.580907,1,1,still,unknown,left,near,0,47.0,4.55,0 70 169 467
1782408001.650692,1,1,still,unknown,left,near,0,59.3,5.04,0 62 176 471
1782408001.721984,1,1,moving,unknown,left,near,1,76.6,5.54,0 56 189 460
1782408001.811236,1,1,moving,unknown,left,near,1,87.5,6.16,0 52 203 467
1782408001.883970,1,1,moving,unknown,left,near,1,94.3,7.09,0 48 223 472
1782408001.954659,1,1,moving,unknown,left,near,1,94.5,8.09,0 45 239 471
1782408002.026812,1,1,moving,unknown,left,near,1,99.8,9.09,0 47 258 476
1782408002.099504,1,1,moving,unknown,left,near,1,103.6,9.95,0 46 279 474
1782408002.174023,1,1,moving,unknown,left,near,1,114.0,10.83,0 42 305 475
1782408002.240971,1,1,moving,unknown,left,near,1,119.6,11.41,1 38 318 475
1782408002.311301,1,1,moving,unknown,left,near,1,133.8,12.03,9 36 342 476
1782408002.394014,1,1,moving,unknown,left,near,1,136.9,12.29,21 38 344 476
1782408002.544463,1,1,moving,unknown,left,near,1,126.4,11.70,29 36 347 476
1782408002.663210,1,1,moving,unknown,left,near,1,128.7,10.97,65 29 359 479
1782408002.751568,1,1,moving,sit,center,near,1,158.4,11.63,93 32 431 480
1782408002.830385,1,1,moving,sit,center,near,1,174.8,12.05,125 36 431 476
1782408002.913861,1,1,moving,unknown,center,near,1,185.1,12.48,148 34 434 479
1782408002.993744,1,1,moving,unknown,center,near,1,183.4,12.54,156 33 443 479
1782408003.080041,1,1,moving,unknown,center,near,1,181.9,12.53,166 33 447 480
1782408003.152831,1,1,moving,unknown,center,near,1,191.1,12.49,169 32 450 480
1782408003.224478,1,1,moving,unknown,center,near,1,184.7,12.23,172 32 452 480
1782408003.303812,1,1,moving,unknown,center,near,1,138.7,10.74,173 33 453 479
1782408003.383950,1,1,moving,unknown,center,near,1,99.8,9.95,173 33 451 480
1782408003.465044,1,1,moving,unknown,center,near,1,68.5,8.99,172 33 450 479
1782408003.536209,1,1,moving,unknown,center,near,1,43.7,8.01,171 34 448 479
1782408003.609441,1,1,moving,unknown,center,near,1,23.4,6.67,168 35 448 478
1782408003.689919,1,1,moving,unknown,center,near,1,14.2,6.51,168 34 447 478
1782408003.772863,1,1,still,unknown,center,near,0,12.7,4.73,166 34 445 477
1782408003.840865,1,1,still,unknown,center,near,0,15.0,4.61,164 34 444 477
1782408003.926906,1,1,still,unknown,center,near,0,16.3,2.62,162 34 443 478
1782408004.007672,1,1,still,unknown,center,near,0,17.5,1.86,160 34 442 478
1782408004.078115,1,1,still,unknown,center,near,0,17.4,1.29,159 34 441 478
1782408004.155651,1,1,still,unknown,center,near,0,16.2,1.10,159 34 440 478
1782408004.223177,1,1,still,unknown,center,near,0,15.5,1.11,159 34 440 478
1782408004.294794,1,1,still,unknown,center,near,0,14.2,1.14,158 34 440 478
1782408004.366429,1,1,still,unknown,center,near,0,12.2,1.15,158 35 439 478
1782408004.436048,1,1,still,unknown,center,near,0,10.0,1.09,158 35 439 478
1782408004.508631,1,1,still,unknown,center,near,0,8.1,1.01,158 35 438 478
1782408004.582986,1,1,still,unknown,center,near,0,6.6,1.01,157 35 438 479
1782408004.655197,1,1,still,unknown,center,near,0,5.5,0.91,157 35 438 478
1782408004.725050,1,1,still,unknown,center,near,0,4.4,0.79,157 35 438 478
1782408004.797925,1,1,still,unknown,center,near,0,3.9,0.67,157 34 438 479
1782408004.875440,1,1,still,unknown,center,near,0,3.3,0.60,157 35 438 479
1782408004.950655,1,1,still,unknown,center,near,0,3.1,0.53,157 35 437 479
1782408005.022794,1,1,still,unknown,center,near,0,2.7,0.44,157 35 437 479
1782408005.100767,1,1,still,unknown,center,near,0,2.4,0.36,157 35 437 479
1782408005.181616,1,1,still,unknown,center,near,0,2.4,0.32,156 35 437 479
1782408005.262846,1,1,still,unknown,center,near,0,2.5,0.29,156 35 436 479
1782408005.344520,1,1,still,unknown,center,near,0,2.3,0.27,156 35 436 479
1782408005.421274,1,1,still,unknown,center,near,0,2.1,0.25,156 35 436 478
1782408005.503220,1,1,still,unknown,center,near,0,1.6,0.20,156 35 436 479
1782408005.583270,1,1,still,unknown,center,near,0,1.3,0.18,156 35 436 479
1782408005.663049,1,1,still,unknown,center,near,0,1.0,0.16,156 35 436 479
1782408005.737778,1,1,still,unknown,center,near,0,0.6,0.15,157 35 436 479
1782408005.814290,1,1,still,unknown,center,near,0,0.4,0.14,156 35 436 479
1782408005.889663,1,1,still,unknown,center,near,0,0.4,0.13,157 35 436 479
1782408005.960553,1,1,still,unknown,center,near,0,0.5,0.10,157 35 436 479
1782408006.031223,1,1,still,unknown,center,near,0,0.7,0.09,157 34 437 479
1782408006.103973,1,1,still,unknown,center,near,0,0.7,0.07,156 35 437 479
1782408006.170490,1,1,still,unknown,center,near,0,0.8,0.07,157 35 437 479
1782408006.243087,1,1,still,unknown,center,near,0,0.7,0.07,157 35 437 479
1782408006.316950,1,1,still,unknown,center,near,0,0.7,0.08,157 35 436 479
1782408006.395858,1,1,still,unknown,center,near,0,0.4,0.07,157 35 436 479
1782408006.471638,1,1,still,unknown,center,near,0,0.5,0.08,157 35 436 479
1782408006.550447,1,1,still,unknown,center,near,0,0.5,0.09,157 35 437 479
1782408006.620384,1,1,still,unknown,center,near,0,0.4,0.09,157 35 437 479
1782408006.690460,1,1,still,unknown,center,near,0,0.3,0.08,157 35 436 479
1782408006.763710,1,1,still,unknown,center,near,0,0.4,0.08,157 35 437 479
1782408006.837600,1,1,still,unknown,center,near,0,0.3,0.08,157 35 437 479
1782408006.921695,1,1,still,unknown,center,near,0,0.5,0.08,157 34 437 479
1782408007.009422,1,1,still,unknown,center,near,0,0.5,0.08,157 35 436 478
1782408007.094445,1,1,still,unknown,center,near,0,0.6,0.08,157 34 437 479
1782408007.161621,1,1,still,unknown,center,near,0,0.7,0.08,157 34 437 478
1782408007.236364,1,1,still,unknown,center,near,0,0.6,0.08,157 34 437 478
1782408007.311998,1,1,still,unknown,center,near,0,0.5,0.08,157 34 436 479
1782408007.391812,1,1,still,unknown,center,near,0,0.4,0.08,157 34 437 479
1782408007.471060,1,1,still,unknown,center,near,0,0.3,0.08,157 34 436 479
1782408007.543080,1,1,still,unknown,center,near,0,0.4,0.08,157 35 437 479
1782408007.620119,1,1,still,unknown,center,near,0,0.3,0.07,157 34 437 479
1782408007.690909,1,1,still,unknown,center,near,0,0.3,0.08,157 34 437 479
1782408007.768336,1,1,still,unknown,center,near,0,0.4,0.08,157 34 437 479
1782408007.841370,1,1,still,unknown,center,near,0,0.5,0.08,157 34 437 479
1782408007.920572,1,1,still,unknown,center,near,0,0.5,0.08,157 35 437 479
1782408007.989325,1,1,still,unknown,center,near,0,0.4,0.08,157 35 436 479
1782408008.062976,1,1,still,unknown,center,near,0,0.2,0.09,157 35 437 478
1782408008.131379,1,1,still,unknown,center,near,0,0.3,0.08,157 35 437 479
1782408008.198633,1,1,still,unknown,center,near,0,0.4,0.08,157 35 437 479
1782408008.269484,1,1,still,unknown,center,near,0,0.5,0.08,157 34 436 479
1782408008.347526,1,1,still,unknown,center,near,0,0.7,0.08,157 35 436 479
1782408008.420654,1,1,still,unknown,center,near,0,0.6,0.08,157 34 436 479
1782408008.497245,1,1,still,unknown,center,near,0,0.5,0.08,157 34 436 479
