pc_time,num_people,presence,auto_label,posture,zone,distance,moving,speed_px_s,motion_score,bbox
1782410184.672628,1,1,still,unknown,center,near,0,0.0,0.00,173 0 632 477
1782410184.952824,1,1,still,unknown,center,near,0,5.7,0.00,173 0 625 477
1782410185.032399,1,1,still,unknown,center,near,0,10.6,0.00,169 1 625 477
1782410185.096137,1,1,still,unknown,center,near,0,11.6,0.49,169 1 626 476
1782410185.158952,1,1,still,unknown,center,near,0,11.2,0.53,166 0 629 476
1782410185.236735,1,1,still,unknown,center,near,0,10.1,0.53,167 0 628 476
1782410185.316337,1,1,still,unknown,center,near,0,7.7,0.50,163 0 635 476
1782410185.394933,1,1,still,unknown,center,near,0,5.6,0.49,162 0 638 476
1782410185.458848,1,1,still,unknown,center,near,0,4.9,0.50,158 1 637 476
1782410185.536848,1,1,still,unknown,center,near,0,7.1,0.64,149 1 635 476
1782410185.614713,1,1,still,unknown,center,near,0,10.0,0.77,148 1 633 475
1782410185.676723,1,1,still,unknown,center,near,0,12.1,0.87,148 2 632 476
1782410185.754661,1,1,still,unknown,center,near,0,13.8,0.92,145 1 634 477
1782410185.832356,1,1,still,unknown,center,near,0,17.5,0.99,143 2 634 477
1782410185.909208,1,1,still,unknown,center,near,0,18.8,0.96,142 2 638 477
1782410185.986593,1,1,still,unknown,center,near,0,16.5,0.98,141 2 639 478
1782410186.064025,1,1,still,unknown,center,near,0,10.5,0.98,142 2 639 478
1782410186.126936,1,1,still,unknown,center,near,0,7.3,1.00,142 2 637 478
1782410186.203567,1,1,still,unknown,center,near,0,4.9,0.99,142 2 637 479
1782410186.265391,1,1,still,unknown,center,near,0,3.3,0.98,142 2 638 478
1782410186.342675,1,1,still,unknown,center,near,0,3.2,0.97,143 1 637 478
1782410186.420587,1,1,still,unknown,center,near,0,2.1,0.95,143 2 638 479
1782410186.498839,1,1,still,unknown,center,near,0,1.5,0.94,142 2 638 479
1782410186.560423,1,1,still,unknown,center,near,0,1.7,0.86,142 2 640 480
1782410186.622793,1,1,still,unknown,center,near,0,2.5,0.70,142 2 639 480
1782410186.684409,1,1,still,unknown,center,near,0,3.1,0.53,142 2 639 480
1782410186.761799,1,1,still,unknown,center,near,0,3.5,0.50,144 2 639 480
1782410186.825024,1,1,still,unknown,center,near,0,4.5,0.50,145 2 640 480
1782410186.888886,1,1,still,unknown,center,near,0,4.0,0.46,144 2 640 480
1782410186.951524,1,1,still,unknown,center,near,0,4.6,0.48,145 2 640 480
1782410187.013755,1,1,still,unknown,center,near,0,4.2,0.48,145 2 640 480
1782410187.091259,1,1,still,unknown,center,near,0,4.0,0.46,145 2 640 480
1782410187.154576,1,1,still,unknown,center,near,0,3.8,0.43,146 1 639 479
1782410187.216869,1,1,still,unknown,center,near,0,2.9,0.41,146 1 639 480
1782410187.281241,1,1,still,unknown,center,near,0,2.1,0.41,146 1 638 479
1782410187.349416,1,1,still,unknown,center,near,0,1.4,0.38,145 1 639 479
1782410187.406574,1,1,still,unknown,center,near,0,2.0,0.36,144 1 639 480
1782410187.459820,1,1,still,unknown,center,near,0,3.1,0.35,143 1 639 480
1782410187.521406,1,1,still,unknown,center,near,0,2.6,0.32,144 1 639 480
1782410187.571253,1,1,still,unknown,center,near,0,1.6,0.26,145 1 639 480
1782410187.627761,1,1,still,unknown,center,near,0,1.1,0.24,146 2 639 479
1782410187.685810,1,1,still,unknown,center,near,0,1.4,0.25,146 2 640 479
